userId,movieId,rating,title,genres,avg_rating,rating_count,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,genre_list
99083,1721,2.0,Titanic (1997),Drama|Romance,3.3225806451612905,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
84937,1210,5.0,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,4.107142857142857,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action|Adventure|Sci-Fi
24772,1378,4.0,Young Guns (1988),Action|Comedy|Western,3.4583333333333335,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Action|Comedy|Western
163220,53887,3.5,O Lucky Man! (1973),Comedy|Drama|Fantasy|Musical,3.5,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Comedy|Drama|Fantasy|Musical
74771,174055,4.5,Dunkirk (2017),Action|Drama|Thriller|War,3.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Action|Drama|Thriller|War
175222,91500,5.0,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,3.3125,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Action|Adventure|Drama|Sci-Fi|Thriller
9268,8947,2.5,"Grudge, The (2004)",Horror|Mystery|Thriller,3.4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Horror|Mystery|Thriller
168590,267,2.0,Major Payne (1995),Comedy,2.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
160520,912,4.0,Casablanca (1942),Drama|Romance,3.911764705882353,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
23582,4329,3.5,Rio Bravo (1959),Western,3.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Western
141289,122896,2.0,Pirates of the Caribbean: Dead Men Tell No Tales (2017),(no genres listed),3.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(no genres listed)
165780,115617,3.5,Big Hero 6 (2014),Action|Animation|Comedy,3.888888888888889,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Action|Animation|Comedy
95619,165,2.5,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.4,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Action|Crime|Thriller
176609,110,4.0,Braveheart (1995),Action|Drama|War,3.7142857142857144,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Action|Drama|War
84906,1,5.0,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.861111111111111,54,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Adventure|Animation|Children|Comedy|Fantasy
185677,4014,4.5,Chocolat (2000),Drama|Romance,3.6363636363636362,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
38091,595,4.0,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,3.4347826086956523,23,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Animation|Children|Fantasy|Musical|Romance|IMAX
127171,4292,1.0,Norma Rae (1979),Drama,2.25,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
149333,912,5.0,Casablanca (1942),Drama|Romance,3.911764705882353,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
170625,1408,3.0,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,3.6333333333333333,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Action|Romance|War|Western
36033,805,4.0,"Time to Kill, A (1996)",Drama|Thriller,3.5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Drama|Thriller
159664,380,4.5,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.5166666666666666,30,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Action|Adventure|Comedy|Romance|Thriller
159849,2722,3.0,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,3.3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Action|Horror|Sci-Fi|Thriller
67227,120130,4.0,Into the Forest of Fireflies' Light (2011),Animation|Drama|Fantasy,4.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Animation|Drama|Fantasy
59586,153,2.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.769230769230769,26,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Action|Adventure|Comedy|Crime
72871,8780,3.5,"Assassination Bureau, The (1969)",Action|Adventure|Comedy|Crime|Sci-Fi,3.5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Action|Adventure|Comedy|Crime|Sci-Fi
74478,1407,2.5,Scream (1996),Comedy|Horror|Mystery|Thriller,3.3125,16,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Comedy|Horror|Mystery|Thriller
83316,76093,2.0,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,4.105263157894737,19,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Adventure|Animation|Children|Fantasy|IMAX
169678,507,5.0,"Perfect World, A (1993)",Crime|Drama|Thriller,4.0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Crime|Drama|Thriller
22285,142507,3.5,Pawn Sacrifice (2015),Drama,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
15996,1272,5.0,Patton (1970),Drama|War,4.571428571428571,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Drama|War
12995,4571,4.5,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,3.7,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Adventure|Comedy|Sci-Fi
175407,4085,4.0,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,3.2777777777777777,9,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Action|Comedy|Crime|Drama
34383,176,3.0,Living in Oblivion (1995),Comedy,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
100398,177765,4.0,Coco (2017),Adventure|Animation|Children,3.75,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure|Animation|Children
137148,1307,4.0,When Harry Met Sally... (1989),Comedy|Romance,3.78125,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy|Romance
168301,2194,4.0,"Untouchables, The (1987)",Action|Crime|Drama,3.607142857142857,14,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Action|Crime|Drama
136638,34048,3.0,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,2.9444444444444446,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Action|Adventure|Sci-Fi|Thriller
19210,81768,2.5,"Man Who Could Work Miracles, The (1936)",Comedy|Fantasy,2.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Comedy|Fantasy
139459,49530,2.5,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,4.0,12,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,Action|Adventure|Crime|Drama|Thriller|War
141633,380,4.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.5166666666666666,30,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Action|Adventure|Comedy|Romance|Thriller
80786,1078,4.0,Bananas (1971),Comedy|War,3.625,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Comedy|War
80331,991,3.0,Michael Collins (1996),Drama,4.166666666666667,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
141161,1297,3.0,Real Genius (1985),Comedy,3.6875,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
67934,33004,3.5,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,2.9444444444444446,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Adventure|Comedy|Sci-Fi
103163,6001,4.0,"King of Comedy, The (1983)",Comedy|Drama,4.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy|Drama
21773,3527,4.0,Predator (1987),Action|Sci-Fi|Thriller,3.7222222222222223,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Action|Sci-Fi|Thriller
93064,34530,1.5,Deuce Bigalow: European Gigolo (2005),Comedy,2.3333333333333335,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
141590,263009,3.5,The Matrix Resurrections (2021),Action|Adventure|Sci-Fi,3.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action|Adventure|Sci-Fi
81249,79702,3.0,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,3.5714285714285716,7,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Action|Comedy|Fantasy|Musical|Romance
73604,4488,1.0,Colors (1988),Action|Crime|Drama,2.5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Action|Crime|Drama
133941,3895,1.0,"Watcher, The (2000)",Crime|Thriller,2.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Crime|Thriller
123703,7160,3.5,Monster (2003),Crime|Drama,3.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Crime|Drama
172093,4995,5.0,"Beautiful Mind, A (2001)",Drama|Romance,3.739130434782609,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
85139,1393,3.0,Jerry Maguire (1996),Drama|Romance,3.375,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
74596,410,1.0,Addams Family Values (1993),Children|Comedy|Fantasy,3.238095238095238,21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Children|Comedy|Fantasy
93051,3098,4.0,"Natural, The (1984)",Drama,4.1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
88325,190949,3.0,Sierra Burgess Is a Loser (2018),(no genres listed),3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(no genres listed)
155060,282,2.0,Nell (1994),Drama,3.7142857142857144,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
145586,4288,3.5,Pola X (1999),Drama|Romance,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
173292,197,3.0,"Stars Fell on Henrietta, The (1995)",Drama,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
40630,1085,3.0,"Old Man and the Sea, The (1958)",Adventure|Drama,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Adventure|Drama
157364,7451,4.5,Mean Girls (2004),Comedy,3.857142857142857,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
101925,25,4.0,Leaving Las Vegas (1995),Drama|Romance,3.5454545454545454,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
70211,1954,3.5,Rocky (1976),Drama,3.923076923076923,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
161180,54286,1.0,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,3.8333333333333335,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Action|Crime|Thriller
33611,7361,4.0,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,4.075757575757576,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Drama|Romance|Sci-Fi
67554,6539,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,3.5535714285714284,28,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Action|Adventure|Comedy|Fantasy
155702,2421,3.0,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,2.75,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Action|Adventure|Drama
82921,64614,3.5,Gran Torino (2008),Crime|Drama,3.7857142857142856,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Crime|Drama
113309,6291,4.0,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama,4.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Crime|Drama
26769,1358,2.5,Sling Blade (1996),Drama,3.7857142857142856,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
77595,19,3.0,Ace Ventura: When Nature Calls (1995),Comedy,2.433333333333333,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
55241,3826,3.0,Hollow Man (2000),Horror|Sci-Fi|Thriller,3.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Horror|Sci-Fi|Thriller
23945,1219,3.5,Psycho (1960),Crime|Horror,3.933333333333333,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Crime|Horror
126496,5500,3.5,Top Secret! (1984),Comedy,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
196781,4406,4.0,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,4.5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Crime|Drama|Western
145369,849,2.0,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,2.3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Action|Adventure|Sci-Fi|Thriller
18428,31696,5.0,Constantine (2005),Action|Fantasy|Horror|Thriller,3.95,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Action|Fantasy|Horror|Thriller
115892,2501,3.0,October Sky (1999),Drama,3.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
14490,4878,4.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,3.9642857142857144,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,Drama|Mystery|Sci-Fi|Thriller
120552,33004,3.5,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,2.9444444444444446,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Adventure|Comedy|Sci-Fi
42545,110675,4.0,In Your Eyes (2014),Drama|Fantasy|Romance,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Drama|Fantasy|Romance
181447,2908,4.0,Boys Don't Cry (1999),Drama,3.9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
121898,2431,1.0,Patch Adams (1998),Comedy|Drama,3.375,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy|Drama
176395,4816,4.0,Zoolander (2001),Comedy,3.2857142857142856,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
175325,2672,3.5,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,3.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Drama|Sci-Fi|Thriller
29262,209917,3.5,Bombshell (2019),Drama,4.25,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
60447,2311,1.5,2010: The Year We Make Contact (1984),Sci-Fi,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sci-Fi
99491,318,3.0,"Shawshank Redemption, The (1994)",Crime|Drama,4.358208955223881,67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Crime|Drama
35502,2997,5.0,Being John Malkovich (1999),Comedy|Drama|Fantasy,4.1,20,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Comedy|Drama|Fantasy
104397,116797,5.0,The Imitation Game (2014),Drama|Thriller|War,3.9,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Drama|Thriller|War
64855,7361,5.0,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,4.075757575757576,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Drama|Romance|Sci-Fi
179275,1,3.5,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.861111111111111,54,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Adventure|Animation|Children|Comedy|Fantasy
72945,440,4.0,Dave (1993),Comedy|Romance,3.6785714285714284,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy|Romance
90436,1488,3.5,"Devil's Own, The (1997)",Action|Drama|Thriller,4.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Action|Drama|Thriller
26536,87869,2.5,Horrible Bosses (2011),Comedy|Crime,3.2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy|Crime
102157,2081,2.0,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,3.566666666666667,15,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Animation|Children|Comedy|Musical|Romance
7937,117863,5.0,Ragamuffin (2014),Drama,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
17863,54997,3.0,3:10 to Yuma (2007),Action|Crime|Drama|Western,3.5,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Action|Crime|Drama|Western
166368,7323,3.5,"Good bye, Lenin! (2003)",Comedy|Drama,3.8,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy|Drama
142955,1078,4.0,Bananas (1971),Comedy|War,3.625,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Comedy|War
3630,51935,3.0,Shooter (2007),Action|Drama|Thriller,3.625,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Action|Drama|Thriller
2268,1721,4.0,Titanic (1997),Drama|Romance,3.3225806451612905,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama|Romance
16754,3267,3.0,"Mariachi, El (1992)",Action|Crime|Thriller|Western,3.1666666666666665,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Action|Crime|Thriller|Western
10108,1801,2.5,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,3.125,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Action|Adventure|Drama
561,3969,4.5,Pay It Forward (2000),Drama,3.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
148288,6155,5.0,How to Lose a Guy in 10 Days (2003),Comedy|Romance,3.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy|Romance
65902,3863,3.5,"Cell, The (2000)",Drama|Horror|Thriller,3.1666666666666665,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Drama|Horror|Thriller
110080,475,4.0,In the Name of the Father (1993),Drama,4.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
23463,84152,2.0,Limitless (2011),Sci-Fi|Thriller,3.7857142857142856,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Sci-Fi|Thriller
39183,44,2.5,Mortal Kombat (1995),Action|Adventure|Fantasy,3.25,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Action|Adventure|Fantasy
32514,60,3.0,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,4.0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Adventure|Children|Fantasy
118493,608,4.0,Fargo (1996),Comedy|Crime|Drama|Thriller,4.3,40,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,Comedy|Crime|Drama|Thriller
191635,1028,5.0,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,4.222222222222222,9,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Children|Comedy|Fantasy|Musical
92638,1148,3.0,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4.153846153846154,13,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Animation|Children|Comedy|Crime
43938,2959,4.0,Fight Club (1999),Action|Crime|Drama|Thriller,4.4361702127659575,47,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Action|Crime|Drama|Thriller
160463,7285,3.0,Thirteen (2003),Drama,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
10810,8609,3.5,Our Hospitality (1923),Comedy,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
121602,60069,5.0,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,4.045454545454546,33,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Adventure|Animation|Children|Romance|Sci-Fi
175467,3160,3.5,Magnolia (1999),Drama,4.142857142857143,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
14599,318,5.0,"Shawshank Redemption, The (1994)",Crime|Drama,4.358208955223881,67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Crime|Drama
190841,4489,4.0,Coming to America (1988),Comedy|Romance,3.25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy|Romance
149176,420,3.0,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,3.0,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Action|Comedy|Crime|Thriller
175974,508,4.0,Philadelphia (1993),Drama,3.576923076923077,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
139709,7,3.0,Sabrina (1995),Comedy|Romance,3.2222222222222223,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy|Romance
2603,6934,4.0,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.142857142857143,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Action|Adventure|Sci-Fi|Thriller|IMAX
72241,480,3.5,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.481818181818182,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Action|Adventure|Sci-Fi|Thriller
50845,168252,4.0,Logan (2017),Action|Sci-Fi,3.85,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action|Sci-Fi
152855,492,4.0,Manhattan Murder Mystery (1993),Comedy|Mystery,4.333333333333333,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Comedy|Mystery
5712,2078,4.0,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,3.45,10,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Animation|Children|Comedy|Musical
78665,114060,3.5,The Drop (2014),Crime|Drama|Thriller,3.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Crime|Drama|Thriller
187648,3947,4.5,Get Carter (1971),Action|Crime|Drama|Thriller,3.5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Action|Crime|Drama|Thriller
51626,44694,4.0,Volver (2006),Comedy|Drama,4.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy|Drama
198676,177939,3.5,"The Night Is Short, Walk on Girl (2017)",Animation|Romance,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Animation|Romance
